fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
7.21,0.513,0.38,1.21,0.18,8.9,26.9,0.99733,3.19,0.7,9.3,6
5.1,0.445,0.4,3.63,0.113,19.9,39.2,0.99697,3.24,0.76,10.1,6
9.25,0.418,0.23,1.82,0.173,14.0,44.4,0.99959,3.36,0.65,8.7,5
8.27,0.594,0.36,1.65,0.141,11.3,14.8,0.99495,3.34,0.56,11.0,5
8.51,0.493,0.21,1.38,0.119,16.5,44.7,0.99605,3.23,0.68,11.4,5
9.38,0.467,0.32,1.39,0.107,15.3,47.4,0.99659,3.35,0.67,10.8,6
9.7,0.391,0.55,2.54,0.121,9.5,26.9,0.99689,3.37,0.7,9.7,7
8.27,0.435,0.16,1.7,0.106,11.0,47.9,0.99804,3.21,0.65,9.6,5
9.95,0.303,0.27,5.22,0.187,9.0,6.0,0.99684,3.29,0.71,10.7,5
9.11,0.631,0.23,5.6,0.347,17.4,64.7,0.99645,3.51,0.59,9.7,5
7.45,0.54,0.28,4.44,0.184,33.6,136.4,0.99938,3.32,0.66,8.4,7
4.7,0.53,0.16,1.83,0.095,6.8,10.4,0.99694,3.45,0.47,10.1,5
9.87,0.9,0.26,2.86,0.143,47.9,126.3,0.99672,3.41,0.43,11.0,5
6.09,0.428,0.74,1.97,0.161,6.5,31.1,0.99809,3.41,0.62,8.9,6
6.6,0.395,0.16,3.03,0.101,33.4,95.1,0.99936,3.29,0.8,9.2,5
7.15,0.714,0.04,1.54,0.134,8.7,36.3,0.99684,3.46,0.66,9.8,5
9.25,0.654,0.15,1.19,0.098,13.8,45.0,0.99681,3.32,0.33,10.1,5
8.42,0.423,0.26,3.84,0.048,10.6,23.3,0.99678,3.35,0.83,11.0,7
8.79,0.691,0.24,1.2,0.166,16.3,55.4,0.99826,3.17,0.48,9.1,5
7.51,0.761,0.41,2.61,0.122,7.7,10.9,0.99716,3.22,0.76,10.5,6
7.53,0.714,0.35,1.46,0.162,10.2,18.3,0.9973,3.18,0.53,10.1,5
8.77,0.511,0.04,0.9,0.104,12.7,30.0,0.99704,3.19,0.53,10.1,6
7.44,0.675,0.11,2.05,0.09,11.5,32.4,0.99718,3.37,0.69,8.8,5
7.18,0.689,0.03,5.09,0.116,15.6,33.0,0.99879,3.37,0.49,8.4,5
9.1,0.98,0.12,1.86,0.139,9.0,24.4,0.99936,3.1,0.59,8.4,4
9.42,0.607,0.25,2.22,0.098,15.2,30.0,0.99928,3.25,0.76,8.4,5
10.03,0.466,0.84,2.51,0.111,8.9,34.7,0.99866,3.44,0.73,9.1,7
9.98,0.52,0.39,3.17,0.061,7.7,28.9,0.99769,3.19,0.61,9.4,5
10.89,0.648,0.41,1.96,0.091,27.2,61.3,0.99819,3.27,0.84,9.9,6
10.09,0.554,0.38,3.86,0.094,72.0,248.1,0.99795,3.07,0.56,9.1,6
8.16,0.599,0.33,0.9,0.198,26.6,85.1,0.9992,3.2,0.64,8.4,5
10.13,0.793,0.35,3.26,0.127,9.3,40.0,0.99813,3.39,0.52,8.8,5
8.94,0.643,0.26,1.16,0.149,9.7,11.1,0.99801,3.33,0.55,9.2,5
9.35,0.662,0.14,1.69,0.095,21.7,47.5,0.99698,3.32,0.94,9.7,5
10.04,0.579,0.5,1.19,0.171,6.9,30.9,0.99633,3.36,0.62,10.3,6
9.28,0.529,0.38,1.65,0.106,21.9,73.0,0.9963,3.28,0.76,10.6,5
8.58,0.599,0.43,4.44,0.074,15.4,58.4,0.99815,3.43,0.8,8.4,5
8.9,0.604,0.16,1.4,0.102,22.9,58.7,0.99696,3.14,0.54,10.2,5
8.64,0.693,0.24,0.9,0.193,5.8,18.0,0.99666,3.36,0.63,10.9,6
7.41,0.531,0.35,2.01,0.114,26.1,75.0,0.99673,3.33,0.37,10.0,6
5.9,0.381,0.29,1.14,0.238,15.8,33.4,0.99694,3.32,0.61,10.9,5
7.77,0.794,0.05,2.4,0.143,19.5,43.4,0.99809,3.31,0.58,9.1,4
8.56,0.867,0.38,2.19,0.121,18.0,60.0,0.99887,3.4,0.82,9.0,5
8.23,0.457,0.31,2.65,0.171,18.5,61.3,0.9979,3.49,0.58,10.4,7
9.77,0.587,0.14,5.17,0.086,10.0,26.3,0.99554,3.23,0.63,9.2,6
9.26,0.49,0.3,0.9,0.09,15.7,39.4,0.99631,3.17,0.74,9.8,6
6.52,0.133,0.48,1.44,0.156,11.0,39.1,0.99758,3.31,0.8,10.1,7
6.07,0.785,0.57,4.77,0.086,29.7,71.0,0.99913,3.41,0.66,9.0,5
8.52,0.718,0.63,2.77,0.152,10.2,20.0,0.99851,3.41,0.57,8.4,5
4.62,0.609,0.55,2.39,0.084,19.5,49.4,0.99879,3.46,0.64,9.0,6
6.54,0.627,0.35,3.37,0.076,6.9,30.6,0.99601,3.49,0.41,10.1,5
7.21,0.755,0.0,6.59,0.087,19.1,51.5,0.99682,3.39,0.83,10.4,5
11.49,0.408,0.38,3.29,0.061,17.7,52.6,0.99757,3.15,0.65,9.7,6
8.07,0.603,0.46,2.85,0.217,23.0,69.0,0.99908,3.3,0.8,8.7,7
7.5,0.861,0.37,0.9,0.021,4.0,21.3,0.99613,3.3,0.49,11.7,7
7.74,0.545,0.29,3.2,0.163,10.7,22.9,0.99858,3.25,0.71,9.6,6
8.39,0.772,0.56,1.87,0.218,18.8,61.8,0.99682,3.34,0.67,11.0,5
9.82,0.534,0.23,1.6,0.102,8.7,29.9,0.9959,3.4,0.66,9.6,5
4.93,0.549,0.12,2.92,0.146,14.1,40.5,0.99861,3.48,0.51,8.8,5
8.78,0.526,0.3,3.39,0.076,13.3,29.8,0.99638,3.3,0.43,10.3,6
9.88,0.78,0.04,2.6,0.225,28.5,67.2,0.99767,3.29,0.61,9.1,5
6.55,0.944,0.0,3.77,0.219,25.4,61.4,0.99834,3.46,0.72,8.4,4
7.72,0.664,0.27,3.44,0.149,8.5,15.8,0.99772,3.43,0.86,9.2,6
7.43,0.533,0.42,2.26,0.103,20.7,73.6,0.99429,3.23,0.55,11.6,6
7.46,0.313,0.27,2.56,0.157,18.1,54.0,0.99584,3.25,0.67,9.6,7
11.37,0.816,0.26,0.9,0.072,6.0,20.8,0.99697,3.33,0.55,10.1,5
8.71,1.046,0.24,3.87,0.157,34.0,91.2,0.99887,3.33,0.49,8.5,4
6.68,0.673,0.13,0.98,0.092,11.9,41.1,0.99554,3.34,0.74,10.2,5
6.7,0.577,0.12,3.0,0.129,5.6,28.8,0.99807,3.27,0.77,8.9,5
9.39,0.644,0.22,1.22,0.105,5.9,17.6,0.99709,3.25,0.66,9.6,5
10.22,0.519,0.44,1.75,0.129,7.3,34.4,0.99586,3.11,0.78,11.3,6
10.5,0.649,0.05,2.01,0.15,22.2,75.4,0.99857,3.24,0.54,8.4,4
11.47,0.481,0.49,3.62,0.23,18.2,40.9,0.99756,3.32,0.59,9.3,6
8.81,0.701,0.2,0.9,0.23,7.5,14.3,0.99882,,0.93,8.7,6
9.28,0.813,0.42,6.65,0.066,17.0,46.7,0.99724,3.11,0.56,10.5,7
9.13,0.393,0.14,3.18,0.118,11.6,50.6,0.99894,3.18,0.8,8.6,5
7.18,0.475,0.61,2.3,0.208,9.8,32.1,0.99868,3.27,0.87,8.7,5
7.09,0.889,0.28,2.53,0.287,27.9,61.8,0.99684,3.2,0.84,9.9,6
7.47,0.611,0.16,7.86,0.304,40.8,111.3,0.99843,3.23,0.67,9.1,5
7.11,0.59,0.08,0.9,0.194,13.8,56.6,0.99732,3.27,0.76,10.1,6
8.62,0.825,0.25,3.23,0.134,15.7,46.2,0.99906,3.35,0.78,9.0,5
7.61,0.237,0.24,5.18,0.105,10.1,31.6,0.99565,3.18,0.76,10.6,6
10.18,0.471,0.05,1.89,0.213,8.6,41.4,0.99939,3.24,0.53,8.4,5
11.02,0.546,0.09,0.9,0.052,4.3,12.1,0.99633,3.25,0.62,10.9,6
7.15,0.737,0.38,2.79,0.172,13.8,44.4,0.99508,3.41,0.63,11.1,5
10.11,0.527,0.0,3.06,0.161,20.8,65.5,0.99759,3.11,1.01,9.7,7
9.58,0.739,0.0,2.0,0.075,6.1,16.4,0.99657,3.43,0.64,11.6,6
8.15,0.677,0.12,1.93,0.064,21.8,49.8,0.99924,3.27,0.64,10.0,5
6.83,0.839,0.45,2.95,0.05,9.2,12.4,0.99845,3.45,0.63,10.0,5
9.27,0.514,0.15,4.33,0.174,10.0,25.8,0.99827,3.27,0.74,9.2,5
7.74,0.469,0.32,2.96,0.236,13.1,38.5,0.99593,3.4,0.8,10.7,7
9.99,0.613,0.13,0.91,0.166,14.3,41.5,0.99574,3.47,0.58,11.0,6
7.43,0.687,0.19,1.84,0.146,14.3,51.0,0.99822,3.33,0.69,10.2,6
9.71,0.614,0.18,0.9,0.24,16.1,61.0,0.99703,3.25,0.57,10.6,5
4.6,0.759,0.14,0.92,0.172,14.5,48.9,0.99735,3.36,0.63,8.9,5
7.04,0.418,0.31,8.31,0.315,17.8,51.8,0.99753,3.28,0.74,10.0,5
9.1,0.768,0.5,1.46,0.096,13.6,44.3,0.99686,3.15,0.81,10.4,5
9.87,0.506,0.02,1.08,0.095,20.4,62.6,0.99857,3.28,0.62,8.6,5
9.76,0.567,0.45,1.49,0.067,2.3,14.1,0.99381,3.27,0.66,12.7,7
7.51,0.664,0.2,2.4,0.127,9.0,32.2,0.99847,3.41,0.55,8.4,5
9.68,0.571,0.31,1.27,0.13,25.7,73.4,0.9992,3.48,0.51,8.6,5
12.48,0.73,0.35,2.1,0.095,13.7,62.2,0.9979,3.1,0.62,8.8,5
8.71,0.576,0.2,4.73,0.068,24.5,89.2,0.995,3.33,0.59,10.2,6
10.87,0.36,0.4,2.58,0.104,6.1,21.8,0.99948,3.23,0.84,8.6,6
9.02,0.649,0.23,2.53,0.088,2.4,15.3,0.99689,3.2,0.71,10.7,5
9.45,0.417,0.39,1.64,0.047,26.2,84.2,0.99694,3.29,0.56,10.7,7
7.3,0.988,0.31,2.4,0.1,18.3,42.4,0.99785,3.15,0.66,10.1,5
7.29,0.656,0.32,1.08,0.071,9.2,50.6,0.99875,3.32,0.64,8.7,5
6.8,0.475,0.0,10.34,0.065,13.3,35.3,0.99787,3.35,0.45,10.1,5
9.0,0.603,0.22,2.03,0.07,21.2,49.0,0.99898,3.27,0.69,9.7,5
9.11,0.217,0.51,2.33,0.085,10.8,37.8,0.99735,3.22,0.83,10.2,7
7.27,0.487,0.41,3.48,0.135,7.2,11.8,0.99522,3.38,0.5,11.6,6
7.74,0.602,0.36,4.19,0.117,14.4,35.4,0.9982,3.28,0.48,9.2,5
6.07,0.601,0.91,1.66,0.139,7.4,6.0,1.00001,3.37,0.66,9.1,6
10.43,0.621,0.28,0.9,0.174,21.6,68.1,0.99606,3.21,0.65,11.1,6
9.02,0.509,0.31,3.71,0.128,12.5,21.9,0.99605,3.32,0.7,10.7,6
9.91,0.258,0.53,2.65,0.119,11.5,40.9,0.99472,3.34,0.73,11.2,7
8.89,0.523,0.19,1.89,0.1,7.5,23.9,0.99789,3.34,0.52,10.2,5
8.81,0.522,0.44,2.18,0.177,1.0,6.0,0.9968,3.29,0.6,9.2,5
8.13,0.531,0.16,2.17,0.181,16.7,49.1,0.99607,3.43,0.55,10.3,7
10.63,0.381,0.34,3.29,0.107,16.9,34.5,0.99764,3.35,0.59,10.1,6
8.42,0.263,0.31,2.17,0.071,6.8,17.4,0.99799,3.33,0.63,9.7,5
5.67,0.578,0.17,2.94,0.058,12.3,44.4,0.99818,3.35,0.63,8.6,5
7.7,0.522,0.36,1.26,0.08,9.2,19.9,0.99583,3.15,0.73,10.5,6
9.25,0.319,0.34,2.6,0.06,19.1,65.0,0.99767,3.36,0.62,9.6,6
7.78,0.768,0.0,1.21,0.053,9.7,29.6,0.99814,3.14,0.58,9.0,5
9.23,0.581,0.2,2.0,0.057,20.9,50.5,0.9992,3.47,0.81,9.2,6
8.94,0.35,0.0,1.85,0.235,18.7,58.2,0.99897,3.16,0.71,9.4,7
10.43,0.623,0.27,4.46,0.102,20.6,67.5,1.00068,3.22,0.6,8.4,5
8.28,0.673,0.05,3.92,0.188,18.6,63.0,0.99606,3.33,0.63,9.8,6
9.45,0.722,0.24,3.05,0.161,4.0,6.7,0.99637,3.38,0.6,10.1,5
8.28,0.628,0.68,2.38,0.145,13.0,25.0,0.99498,3.44,0.54,12.1,6
7.46,0.601,0.36,3.12,0.119,20.9,57.7,0.99589,3.31,0.78,9.7,6
6.6,0.378,0.12,1.95,0.052,10.9,45.4,0.99775,3.32,0.61,9.3,6
9.96,0.575,0.68,1.48,0.091,8.9,28.9,0.996,3.21,0.46,10.5,6
8.01,0.69,0.31,4.77,0.163,11.9,54.8,0.99787,3.35,0.64,9.8,5
7.0,0.541,0.87,5.18,0.095,5.5,23.1,0.99867,3.4,0.71,8.7,6
9.92,0.771,0.33,1.66,0.112,11.7,35.1,0.99679,3.36,0.79,9.9,5
6.76,0.643,0.15,3.8,0.043,29.1,88.4,0.99483,3.2,0.82,11.3,6
8.2,0.56,0.17,0.9,0.088,18.9,74.9,0.99644,3.35,0.77,10.3,5
6.11,0.51,0.47,6.22,0.108,28.4,98.0,0.99701,3.27,0.73,9.9,7
7.25,0.378,0.29,5.53,0.177,26.0,85.3,0.9974,3.31,0.84,10.3,5
8.05,0.676,0.23,1.28,0.175,16.0,50.9,0.99798,3.37,0.73,9.8,6
9.12,0.729,0.27,4.77,0.1,22.2,70.9,0.99699,3.43,0.78,9.9,5
5.97,0.565,0.24,3.18,0.179,13.6,36.2,0.9973,3.38,0.85,9.6,6
6.38,0.644,0.11,1.18,0.232,17.1,32.3,0.99742,3.27,0.73,10.1,6
7.01,0.734,0.52,1.18,0.107,22.2,46.8,0.99724,3.49,0.71,9.6,5
9.75,0.647,0.39,2.37,0.079,24.2,77.1,0.99891,3.37,0.56,9.3,5
9.18,0.383,0.3,3.0,0.117,3.2,9.7,0.99498,3.14,0.51,12.0,6
7.89,0.515,0.25,4.35,0.13,10.1,16.0,0.99717,3.17,0.55,9.8,5
8.63,0.513,0.28,3.61,0.101,14.9,40.8,0.9971,3.3,0.58,9.8,5
10.18,0.495,0.63,0.9,0.066,5.3,23.9,0.99613,3.29,0.78,10.4,7
7.81,0.645,0.6,2.22,0.317,13.4,18.1,0.9973,3.27,0.79,11.5,6
8.11,0.531,0.37,2.38,0.206,1.8,18.1,0.99792,3.46,0.82,8.9,5
11.1,0.91,0.17,1.55,0.083,21.1,51.6,0.99748,3.21,0.57,9.6,4
8.39,0.835,0.36,2.34,0.233,11.7,30.9,0.99659,3.41,0.38,10.9,5
9.29,0.566,0.55,3.76,0.035,15.5,36.8,0.9971,3.38,0.42,9.5,5
7.22,0.174,0.07,0.92,0.126,18.4,29.6,0.99854,3.16,0.85,9.4,5
9.28,1.006,0.53,2.75,0.368,26.9,61.8,0.99752,3.16,0.68,9.6,5
7.24,0.945,0.2,1.95,0.062,8.7,18.6,0.99923,3.48,0.56,8.9,5
9.15,0.558,0.0,2.34,0.21,16.4,37.4,1.00006,3.35,0.71,8.4,6
8.78,0.421,0.28,3.73,0.059,9.6,24.7,0.99902,3.28,0.61,8.4,5
7.39,0.409,0.11,1.57,0.094,5.8,30.6,0.99729,3.25,0.59,9.0,5
10.96,0.638,0.04,1.66,0.13,4.0,17.5,0.99754,3.32,0.71,10.6,7
7.25,0.636,0.13,3.9,0.117,11.3,12.4,0.99711,3.44,0.66,9.5,5
8.48,0.615,0.6,3.01,0.1,15.2,48.8,0.99655,3.35,0.82,10.2,6
10.41,0.46,0.11,2.11,0.079,20.1,51.9,0.99741,3.17,0.64,9.6,5
6.89,0.757,0.3,3.62,0.153,21.7,52.4,0.99792,3.19,0.65,8.7,4
11.76,0.26,0.72,1.67,0.223,10.7,13.8,0.99652,3.26,0.59,9.7,6
10.34,0.533,0.4,2.55,0.083,17.2,62.9,0.99637,3.24,0.8,9.6,5
9.42,0.687,0.2,2.79,0.141,2.3,6.5,0.99936,3.2,0.43,8.4,4
9.4,0.725,0.27,1.09,0.201,15.8,49.6,0.99936,3.21,0.52,9.2,6
9.64,0.734,0.4,1.26,0.109,9.6,30.3,0.99698,3.24,0.56,10.3,5
6.49,0.581,0.37,9.68,0.114,18.0,56.0,0.99683,3.48,0.55,11.3,7
9.99,0.672,0.33,2.26,0.09,9.0,20.7,0.99767,3.3,0.65,10.0,6
11.0,0.728,0.29,1.91,0.144,10.4,34.5,0.9953,3.48,0.65,10.6,6
7.87,0.665,0.3,6.29,0.082,29.3,91.7,0.99816,3.49,0.74,9.4,7
10.04,0.406,0.32,1.81,0.124,20.1,46.9,0.9982,3.35,0.78,9.4,5
9.76,0.784,0.0,2.23,0.198,7.9,29.9,0.99739,3.33,0.75,10.6,6
6.71,0.729,0.31,2.39,0.137,34.7,90.0,0.99674,3.33,0.61,11.2,5
8.91,0.638,0.45,3.25,0.295,19.2,42.7,0.99568,3.22,0.63,10.5,6
9.89,0.495,0.0,0.94,0.172,23.8,82.9,0.99894,3.33,0.57,8.4,5
11.46,0.454,0.29,7.17,0.178,15.8,54.7,0.99552,3.48,0.53,11.0,6
7.47,0.588,0.28,4.3,0.082,16.0,30.3,0.99848,3.37,0.72,8.4,6
8.79,0.484,0.43,3.06,0.145,25.2,63.7,0.99508,3.27,0.63,12.6,7
9.36,0.736,0.0,2.48,0.247,22.5,59.6,0.99775,3.42,0.56,8.6,5
10.4,0.885,0.01,1.02,0.2,16.6,62.4,0.99905,3.24,0.72,8.4,5
8.37,0.535,0.02,3.88,0.188,24.1,60.0,0.99948,3.41,0.63,8.6,5
8.93,0.61,0.25,1.13,0.081,6.4,7.9,0.99633,3.42,0.75,10.9,6
10.52,0.601,0.05,0.9,0.065,17.9,34.3,0.99645,3.4,0.72,10.7,6
9.3,0.801,0.47,3.74,0.079,18.8,44.8,0.99779,3.42,0.76,8.8,6
9.72,0.395,0.09,1.55,0.238,19.7,68.8,0.99601,3.2,0.49,10.7,5
10.81,0.47,0.49,0.99,0.304,23.2,78.8,0.99735,3.32,0.71,10.4,5
9.29,0.569,0.28,3.53,0.131,14.6,52.3,0.99726,3.36,0.73,9.0,6
6.89,0.617,0.26,1.42,0.155,5.1,7.3,0.99804,3.11,0.45,9.7,5
9.71,0.673,0.28,2.05,0.196,21.3,75.4,0.99814,3.28,0.71,9.6,6
8.96,0.582,0.0,3.89,0.227,7.3,13.5,0.997,3.34,0.9,9.4,6
7.08,0.661,0.3,5.71,0.137,19.7,68.8,0.99807,3.41,0.69,9.4,6
8.7,0.499,0.3,2.37,0.086,28.4,84.2,0.99929,3.2,0.67,8.4,5
7.29,0.836,0.35,2.17,0.214,25.8,95.9,0.99656,3.32,0.85,11.0,6
9.06,0.88,0.01,2.81,0.075,20.2,63.0,0.99631,3.21,0.85,10.7,5
7.92,0.686,0.4,0.9,0.057,23.1,67.2,0.99793,3.49,0.51,8.4,5
7.97,0.489,0.15,0.9,0.076,13.4,40.4,0.99707,3.21,0.77,9.4,6
8.47,0.505,0.31,3.44,0.106,9.9,30.6,0.99821,3.41,0.72,9.2,5
6.6,0.541,0.0,1.43,0.114,16.6,66.2,0.99878,3.47,0.68,9.8,5
7.86,0.545,0.27,4.85,0.192,16.9,54.0,0.99856,3.33,0.57,9.6,5
8.35,0.598,0.41,1.17,0.124,10.8,41.6,0.99724,3.25,0.74,10.2,6
6.86,0.22,0.52,2.69,0.266,26.8,91.8,0.99792,3.31,0.69,8.9,5
4.85,0.498,0.5,1.76,0.135,24.2,68.6,0.99676,3.42,0.81,10.8,6
4.6,0.773,0.24,2.8,0.139,13.8,43.3,0.99854,3.27,0.53,9.7,5
7.77,0.557,0.26,1.83,0.116,15.5,52.8,0.99634,3.32,0.63,11.1,5
8.0,0.574,0.41,0.9,0.139,13.5,39.4,0.9968,3.41,0.55,10.1,7
9.37,0.762,0.18,1.31,0.122,11.0,57.8,0.99753,3.26,0.49,10.1,5
9.35,0.575,0.53,2.89,0.089,19.0,43.4,0.99613,3.33,0.46,9.9,7
8.72,0.587,0.61,2.4,0.056,11.3,14.5,0.99807,3.45,0.64,9.2,6
9.06,0.639,0.46,1.73,0.077,10.3,33.0,0.99747,3.35,0.8,8.5,6
11.35,0.856,0.16,1.08,0.11,7.5,17.9,0.99948,3.27,0.53,9.0,5
5.17,0.655,0.0,0.93,0.164,21.3,73.2,0.99622,3.46,0.47,11.1,6
8.48,0.769,0.21,2.26,0.076,29.3,67.1,0.99628,3.26,0.4,10.3,4
7.09,0.772,0.4,3.64,0.054,14.1,46.3,0.99857,3.4,0.33,9.4,5
5.89,0.411,0.6,1.39,0.087,27.0,98.8,0.99697,3.27,0.61,10.6,6
10.63,0.709,0.22,2.32,0.125,23.4,68.1,0.99626,3.33,0.48,10.1,5
8.75,0.665,0.15,1.33,0.072,1.0,7.6,0.99829,3.39,0.85,10.1,6
8.47,0.549,0.36,0.9,0.141,10.6,21.4,1.00021,3.36,0.77,8.5,6
8.37,0.462,0.26,1.54,0.138,16.9,40.8,0.99699,3.48,0.66,9.5,6
10.2,0.727,0.09,1.61,0.084,20.0,43.9,0.99783,3.25,0.53,9.2,6
7.84,0.792,0.41,3.55,0.1,11.1,39.8,0.99685,3.16,0.62,10.3,5
7.11,0.708,0.44,1.72,0.133,21.9,64.8,0.99757,3.34,0.68,9.7,5
8.53,0.724,0.28,1.44,0.118,15.0,57.3,0.99631,3.35,0.48,11.0,5
6.99,0.547,0.49,3.73,0.099,8.1,16.9,0.99757,3.23,0.66,9.9,6
5.09,0.516,0.04,2.65,0.152,18.3,35.2,0.99808,3.2,0.61,8.8,5
5.76,0.539,0.23,1.78,0.104,14.8,44.8,0.99664,3.29,0.86,10.5,6
10.13,0.786,0.64,2.87,0.24,6.5,32.8,0.99582,3.34,0.78,11.5,5
10.33,0.305,0.38,1.29,0.088,6.7,27.6,0.99773,3.41,0.7,9.8,6
8.25,0.45,0.4,3.53,0.184,18.0,66.4,0.99896,3.27,0.85,10.7,7
6.8,0.604,0.23,2.15,0.162,22.9,77.5,0.99817,3.33,0.76,10.6,7
8.67,0.665,0.11,6.88,0.171,16.2,44.2,0.99901,3.37,0.59,9.2,5
7.25,0.512,0.39,1.31,0.145,18.1,55.2,0.99696,3.3,0.72,9.3,5
5.96,0.421,0.3,4.1,0.073,13.4,26.0,0.99461,3.32,0.97,11.9,6
9.79,0.494,0.24,0.9,0.075,19.2,45.1,0.99612,3.28,0.49,11.0,6
9.74,0.315,0.25,1.65,0.243,12.0,23.0,0.99611,3.17,0.78,10.9,6
10.97,0.75,0.39,2.2,0.183,20.5,75.2,0.99814,3.19,0.56,9.1,6
7.69,0.636,0.34,5.64,0.068,16.6,44.1,0.99879,3.33,0.33,9.6,6
4.73,0.704,0.53,1.65,0.174,15.1,45.7,0.99708,3.43,0.84,11.0,6
10.49,0.996,0.23,6.12,0.233,10.9,38.2,0.99939,3.24,0.59,8.4,4
8.86,0.536,0.25,0.9,0.051,10.3,38.1,0.99885,3.23,0.72,9.2,6
6.44,0.57,0.42,1.55,0.052,12.4,31.0,0.99782,3.3,0.52,9.1,5
7.15,0.651,0.03,2.27,0.123,13.7,38.4,0.999,3.29,0.44,8.9,6
5.27,0.501,0.27,1.62,0.263,22.9,49.9,0.99636,3.33,0.58,9.8,5
9.66,0.605,0.49,2.44,0.131,6.6,9.8,0.99659,3.17,0.62,10.3,5
10.71,0.719,0.34,1.31,0.091,25.3,73.8,0.99775,3.37,0.47,9.3,6
5.32,0.633,0.15,3.21,0.087,27.8,86.8,0.99769,3.31,0.71,9.0,6
7.07,0.621,0.09,3.69,0.153,17.7,46.9,0.99736,3.29,0.77,9.7,5
9.17,0.473,0.47,1.05,0.122,10.9,30.3,0.99592,3.42,0.84,11.4,6
11.93,0.569,0.3,1.65,0.068,11.5,22.9,0.99768,3.21,0.76,10.2,6
11.27,0.584,0.35,3.58,0.076,58.0,193.3,0.99776,3.25,0.38,9.0,5
6.13,0.402,0.3,1.47,0.116,17.7,54.5,0.99904,3.37,0.79,8.6,6
6.37,0.565,0.0,1.06,0.107,11.1,37.4,0.99706,3.3,0.52,10.1,7
6.07,0.769,0.35,1.65,0.13,12.4,40.1,0.99821,3.36,0.82,9.4,6
6.65,0.534,0.31,2.07,0.115,28.0,99.3,0.99838,3.2,0.75,9.1,5
8.59,0.337,0.24,1.85,0.05,20.4,70.7,0.99615,3.17,0.53,10.5,5
9.23,0.406,0.01,1.83,0.075,16.1,33.6,0.99807,3.41,0.47,10.0,5
9.61,0.395,0.61,4.34,0.088,10.8,31.0,0.99677,3.2,0.69,10.5,6
6.97,0.621,0.31,2.4,0.139,18.3,37.5,0.997,3.2,0.62,9.2,5
10.19,0.554,0.44,2.52,0.125,25.9,88.1,0.99742,3.36,0.59,10.1,5
7.49,0.771,0.11,4.84,0.097,7.6,12.4,0.99741,3.39,0.79,9.0,5
10.35,0.488,0.35,0.9,0.156,22.5,66.3,0.99511,3.15,0.62,11.0,6
9.99,0.356,0.27,1.91,0.129,17.5,56.8,0.99653,3.34,0.63,10.1,6
10.08,0.54,0.3,4.51,0.152,4.3,25.4,0.99791,3.31,0.56,9.4,6
6.59,0.587,0.69,5.18,0.138,11.0,29.5,0.99829,3.36,0.62,9.4,5
7.81,0.651,0.2,1.43,0.051,9.5,22.5,0.99621,3.31,0.71,10.9,6
8.16,0.693,0.41,3.16,0.136,15.6,8.4,0.99565,3.35,0.8,10.1,6
8.25,0.652,0.25,1.09,0.065,25.7,74.9,0.99686,3.41,0.73,9.5,6
9.19,0.759,0.54,3.72,0.301,13.0,32.1,0.9978,3.35,0.65,9.6,5
7.92,0.554,0.58,1.03,0.106,19.9,54.3,0.99697,3.25,0.78,9.7,5
9.82,0.581,0.2,2.07,0.113,10.8,23.3,0.99647,3.24,0.76,10.9,6
5.93,0.642,0.13,2.14,0.204,6.5,9.1,0.99858,3.3,0.59,8.5,6
8.84,0.378,0.38,1.87,0.083,18.9,58.9,0.99406,3.53,0.6,12.4,6
5.67,0.46,0.14,2.25,0.128,14.2,32.6,0.99411,3.32,0.86,12.0,6
7.05,0.656,0.33,2.21,0.218,17.8,47.2,0.99673,3.3,0.69,10.1,5
8.79,0.468,0.42,2.05,0.064,16.2,34.2,0.99553,3.13,0.66,9.8,5
9.72,0.963,0.21,3.33,0.062,33.1,100.1,0.99666,3.45,0.59,9.6,5
7.33,0.571,0.39,2.95,0.04,12.4,49.9,0.99589,3.27,0.57,10.9,6
8.63,0.428,0.43,2.75,0.048,7.3,45.4,0.99852,3.28,0.53,8.6,7
8.26,0.563,0.38,5.33,0.119,12.6,43.6,0.99866,3.33,0.8,9.2,6
7.65,0.933,0.57,1.46,0.064,22.2,67.6,0.99738,3.07,0.74,10.0,5
8.62,0.589,0.51,1.12,0.13,16.9,49.2,0.99674,3.27,0.88,10.6,5
6.73,0.424,0.25,0.9,0.118,10.7,35.0,0.99626,3.46,0.54,10.8,6
10.12,0.67,0.26,2.07,0.078,8.8,20.9,0.99649,3.56,0.59,10.3,5
7.05,0.45,0.34,2.88,0.156,8.7,16.0,0.99723,3.22,0.63,10.8,6
8.68,0.455,0.4,2.84,0.088,24.2,74.9,0.99718,3.38,0.7,10.2,6
6.97,0.587,0.33,3.01,0.152,30.4,91.2,0.9967,3.21,0.62,10.9,6
8.07,0.852,0.32,1.02,0.142,11.0,29.9,0.99683,3.31,0.65,10.3,5
8.7,0.406,0.16,2.27,0.098,15.4,61.2,0.99742,3.33,0.82,10.0,6
5.93,0.591,0.34,1.6,0.093,3.2,6.7,0.9988,3.55,0.7,8.8,6
8.81,0.739,0.42,2.2,0.098,9.7,22.3,1.00036,3.19,0.85,8.4,5
